Source,OOI_Asset_Class,SENSOR_MODEL,SENSOR_SERIAL_NUMBER,PREDEPLOYMENT_CALIB_DATE,OOI_File,SF_cdom,CF_cdom,CC_dark_counts_cdom,CC_scale_factor_cdom,CC_scale_factor_cdom_adjusted,CC_dark_counts_chlorophyll_a,CC_scale_factor_chlorophyll_a,CC_dark_counts_volume_scatter,CC_scale_factor_volume_scatter
CGINS,FLORTM,FLBBCD,4221,2016-02-05,CGINS-FLORTM-04221__20160205.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4221,2018-02-10,CGINS-FLORTM-04221__20180210.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4221,2020-12-02,CGINS-FLORTM-04221__20201202.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4221,2022-08-04,CGINS-FLORTM-04221__20220804.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4251,2016-01-14,CGINS-FLORTM-04251__20160114.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4251,2019-07-24,CGINS-FLORTM-04251__20190724.csv,5.62,0.4457537913526475,,,,,,,
CGINS,FLORTM,FLBBCD,4251,2023-12-01,CGINS-FLORTM-04251__20231201.csv,1.0,1.0,,,,,,,
CGINS,FLORTM,FLBBCD,4258,2016-01-15,CGINS-FLORTM-04258__20160115.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4258,2017-09-25,CGINS-FLORTM-04258__20170925.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4258,2019-10-28,CGINS-FLORTM-04258__20191028.csv,5.62,0.4457537913526475,,,,,,,
CGINS,FLORTM,FLBBCD,4258,2022-01-12,CGINS-FLORTM-04258__20220112.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4267,2016-01-14,CGINS-FLORTM-04267__20160114.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4267,2018-01-02,CGINS-FLORTM-04267__20180102.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4267,2020-12-02,CGINS-FLORTM-04267__20201202.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4267,2023-06-30,CGINS-FLORTM-04267__20230630.csv,1.0,1.0,,,,,,,
CGINS,FLORTM,FLBBCD,4332,2016-04-18,CGINS-FLORTM-04332__20160418.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4332,2019-07-24,CGINS-FLORTM-04332__20190724.csv,5.62,0.4457537913526475,,,,,,,
CGINS,FLORTM,FLBBCD,4332,2022-01-12,CGINS-FLORTM-04332__20220112.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4332,2022-09-13,CGINS-FLORTM-04332__20220913.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4465,2016-08-17,CGINS-FLORTM-04465__20160817.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4465,2018-01-03,CGINS-FLORTM-04465__20180103.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4465,2020-03-19,CGINS-FLORTM-04465__20200319.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4466,2016-08-17,CGINS-FLORTM-04466__20160817.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4467,2016-08-17,CGINS-FLORTM-04467__20160817.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4467,2019-09-11,CGINS-FLORTM-04467__20190911.csv,5.62,0.4457537913526475,,,,,,,
CGINS,FLORTM,FLBBCD,4467,2021-07-28,CGINS-FLORTM-04467__20210728.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4467,2022-08-05,CGINS-FLORTM-04467__20220805.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4468,2016-08-17,CGINS-FLORTM-04468__20160817.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4470,2016-08-24,CGINS-FLORTM-04470__20160824.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4470,2019-07-24,CGINS-FLORTM-04470__20190724.csv,5.62,0.4457537913526475,,,,,,,
CGINS,FLORTM,FLBBCD,4470,2022-08-05,CGINS-FLORTM-04470__20220805.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4471,2016-08-22,CGINS-FLORTM-04471__20160822.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4471,2018-11-01,CGINS-FLORTM-04471__20181101.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4471,2020-10-14,CGINS-FLORTM-04471__20201014.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4471,2022-08-08,CGINS-FLORTM-04471__20220808.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4472,2016-08-22,CGINS-FLORTM-04472__20160822.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4472,2018-01-03,CGINS-FLORTM-04472__20180103.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4472,2020-10-14,CGINS-FLORTM-04472__20201014.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4472,2022-08-05,CGINS-FLORTM-04472__20220805.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4473,2016-08-24,CGINS-FLORTM-04473__20160824.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4473,2017-09-25,CGINS-FLORTM-04473__20170925.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,4473,2019-10-28,CGINS-FLORTM-04473__20191028.csv,5.62,0.4457537913526475,,,,,,,
CGINS,FLORTM,FLBBCD,4473,2022-01-19,CGINS-FLORTM-04473__20220119.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,4473,2024-03-18,CGINS-FLORTM-04473__20240318.csv,1.0,1.0,,,,,,,
CGINS,FLORTM,FLBBCD,5133,2018-07-25,CGINS-FLORTM-05133__20180725.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTM,FLBBCD,5133,2020-02-10,CGINS-FLORTM-05133__20200210.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,5133,2021-07-28,CGINS-FLORTM-05133__20210728.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,6168,2020-02-25,CGINS-FLORTM-06168__20200225.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,6642,2021-01-12,CGINS-FLORTM-06642__20210112.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,6744,2021-03-18,CGINS-FLORTM-06744__20210318.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,6744,2023-09-15,CGINS-FLORTM-06744__20230915.csv,1.0,1.0,,,,,,,
CGINS,FLORTM,FLBBCD,7031,2021-08-23,CGINS-FLORTM-07031__20210823.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTM,FLBBCD,7031,2023-06-28,CGINS-FLORTM-07031__20230628.csv,1.0,1.0,,,,,,,
CGINS,FLORTM,FLBBCD,8063,2023-03-22,CGINS-FLORTM-08063__20230322.csv,1.0,1.0,,,,,,,
CGINS,FLORTM,FLBBCD,8412,2023-08-02,CGINS-FLORTM-08412__20230802.csv,1.0,1.0,,,,,,,
CGINS,FLORTM,FLBBCD,8440,2023-08-15,CGINS-FLORTM-08440__20230815.csv,1.0,1.0,,,,,,,
CGINS,FLORTM,FLBBCD,8603,2023-11-16,CGINS-FLORTM-08603__20231116.csv,1.0,1.0,,,,,,,
CGINS,FLORTN,FLBBCD,1108,2013-09-26,CGINS-FLORTN-01108__20130926.csv,5.62,0.2971274977067264,,,,,,,
CGINS,FLORTN,FLBBCD,1108,2018-02-21,CGINS-FLORTN-01108__20180221.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTN,FLBBCD,1109,2013-09-26,CGINS-FLORTN-01109__20130926.csv,5.62,0.2971274977067264,,,,,,,
CGINS,FLORTN,FLBBCD,1109,2018-06-19,CGINS-FLORTN-01109__20180619.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTN,FLBBCD,1645,2017-11-20,CGINS-FLORTN-01645__20171120.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTN,FLBBCD,1646,2018-01-10,CGINS-FLORTN-01646__20180110.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTN,FLBBCD,8364,2023-07-03,CGINS-FLORTN-08364__20230703.csv,1.0,1.0,,,,,,,
CGINS,FLORTN,FLBBCD,8365,2023-07-03,CGINS-FLORTN-08365__20230703.csv,1.0,1.0,,,,,,,
CGINS,FLORTO,FLBBCD,1239,2014-07-31,CGINS-FLORTO-01239__20140731.csv,5.62,0.22169493911230448,,,,,,,
CGINS,FLORTO,FLBBCD,1239,2017-07-06,CGINS-FLORTO-01239__20170706.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1239,2020-03-10,CGINS-FLORTO-01239__20200310.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTO,FLBBCD,1239,2022-01-26,CGINS-FLORTO-01239__20220126.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTO,FLBBCD,1240,2014-07-31,CGINS-FLORTO-01240__20140731.csv,5.62,0.22169493911230448,,,,,,,
CGINS,FLORTO,FLBBCD,1329,2015-06-24,CGINS-FLORTO-01329__20150624.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1330,2015-11-24,CGINS-FLORTO-01330__20151124.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1330,2019-09-13,CGINS-FLORTO-01330__20190913.csv,5.62,0.4457537913526475,,,,,,,
CGINS,FLORTO,FLBBCD,1331,2015-06-24,CGINS-FLORTO-01331__20150624.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1331,2021-07-29,CGINS-FLORTO-01331__20210729.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTO,FLBBCD,1332,2015-12-20,CGINS-FLORTO-01332__20151220.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1332,2019-03-27,CGINS-FLORTO-01332__20190327.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1332,2022-03-29,CGINS-FLORTO-01332__20220329.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTO,FLBBCD,1333,2015-12-20,CGINS-FLORTO-01333__20151220.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1333,2019-03-27,CGINS-FLORTO-01333__20190327.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1333,2025-01-03,CGINS-FLORTO-01333__20250103.csv,1.0,1.0,,,,,,,
CGINS,FLORTO,FLBBCD,1342,2015-09-24,CGINS-FLORTO-01342__20150924.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1342,2020-10-15,CGINS-FLORTO-01342__20201015.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTO,FLBBCD,1342,2022-03-07,CGINS-FLORTO-01342__20220307.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTO,FLBBCD,1343,2015-09-23,CGINS-FLORTO-01343__20150923.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1344,2015-09-14,CGINS-FLORTO-01344__20150914.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1345,2015-09-14,CGINS-FLORTO-01345__20150914.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1346,2015-09-14,CGINS-FLORTO-01346__20150914.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1347,2014-09-16,CGINS-FLORTO-01347__20140916.csv,5.62,0.22169493911230448,,,,,,,
CGINS,FLORTO,FLBBCD,1347,2020-03-06,CGINS-FLORTO-01347__20200306.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTO,FLBBCD,1347,2022-08-02,CGINS-FLORTO-01347__20220802.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTO,FLBBCD,1348,2015-09-23,CGINS-FLORTO-01348__20150923.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,1348,2019-07-08,CGINS-FLORTO-01348__20190708.csv,5.62,0.4457537913526475,,,,,,,
CGINS,FLORTO,FLBBCD,1348,2021-07-15,CGINS-FLORTO-01348__20210715.csv,5.62,0.7582129413718173,,,,,,,
CGINS,FLORTO,FLBBCD,1348,2023-12-27,CGINS-FLORTO-01348__20231227.csv,1.0,1.0,,,,,,,
CGINS,FLORTO,FLBBCD,1349,2015-09-25,CGINS-FLORTO-01349__20150925.csv,5.62,0.28639231863102005,,,,,,,
CGINS,FLORTO,FLBBCD,7929,2022-11-28,CGINS-FLORTO-07929__20221128.csv,5.62,0.7582129413718173,,,,,,,
